pl_name,pl_letter,hostname,hd_name,hip_name,TIC ID,gaia_id,default_flag,pl_refname,sy_refname,disc_pubdate,disc_year,discoverymethod,disc_locale,disc_facility,disc_instrument,disc_telescope,disc_refname,ra,rastr,dec,decstr,glon,glat,elon,elat,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbperstr,pl_orblpererr1,pl_orblper,pl_orblpererr2,pl_orblperlim,pl_orblperstr,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbsmaxstr,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_orbinclstr,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orbtperstr,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbeccenstr,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_eqtstr,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,pl_occdepstr,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_insolstr,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_densstr,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandepstr,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tranmidstr,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_trandurstr,sy_kmagstr,sy_umag,sy_umagerr1,sy_umagerr2,sy_umagstr,sy_rmag,sy_rmagerr1,sy_rmagerr2,sy_rmagstr,sy_imag,sy_imagerr1,sy_imagerr2,sy_imagstr,sy_zmag,sy_zmagerr1,sy_zmagerr2,sy_zmagstr,sy_w1mag,sy_w1magerr1,sy_w1magerr2,sy_w1magstr,sy_w2mag,sy_w2magerr1,sy_w2magerr2,sy_w2magstr,sy_w3mag,sy_w3magerr1,sy_w3magerr2,sy_w3magstr,sy_w4mag,sy_w4magerr1,sy_w4magerr2,sy_w4magstr,sy_gmag,sy_gmagerr1,sy_gmagerr2,sy_gmagstr,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,sy_gaiamagstr,sy_tmag,sy_tmagerr1,sy_tmagerr2,sy_tmagstr,pl_controv_flag,pl_tsystemref,st_metratio,st_spectype,sy_kepmag,sy_kepmagerr1,sy_kepmagerr2,sy_kepmagstr,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,st_rotpstr,pl_projobliq,pl_projobliqerr1,pl_projobliqerr2,pl_projobliqlim,pl_projobliqstr,x,y,z,htm20,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,pl_rvampstr,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_radjstr,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radestr,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_ratrorstr,pl_ratdor,pl_trueobliq,pl_trueobliqerr1,pl_trueobliqerr2,pl_trueobliqlim,pl_trueobliqstr,sy_icmag,sy_icmagerr1,sy_icmagerr2,sy_icmagstr,rowupdate,pl_pubdate,st_refname,releasedate,dkin_flag,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratdorstr,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_impparstr,pl_cmassj,pl_cmassjerr1,pl_cmassjerr2,pl_cmassjlim,pl_cmassjstr,pl_cmasse,pl_cmasseerr1,pl_cmasseerr2,pl_cmasselim,pl_cmassestr,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_massjstr,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_massestr,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassjstr,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassestr,pl_bmassprov,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_msinijstr,pl_msinie,pl_msinieerr1,pl_msinieerr2,pl_msinielim,pl_msiniestr,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffstr,st_met,st_meterr1,st_meterr2,st_metlim,st_metstr,st_radv,st_radverr1,st_radverr2,st_radvlim,st_radvstr,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,st_vsinstr,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_lumstr,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_loggstr,st_age,st_ageerr1,st_ageerr2,st_agelim,st_agestr,st_mass,st_masserr1,st_masserr2,st_masslim,st_massstr,st_dens,st_denserr1,st_denserr2,st_denslim,st_densstr,st_rad,st_raderr1,st_raderr2,st_radlim,st_radstr,ttv_flag,ptv_flag,tran_flag,rv_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,pul_flag,soltype,sy_snum,sy_pnum,sy_mnum,cb_flag,st_nphot,st_nrvc,st_nspec,pl_nespec,pl_ntranspec,pl_nnotes,sy_pm,sy_pmerr1,sy_pmerr2,sy_pmstr,sy_pmra,sy_pmraerr1,sy_pmraerr2,sy_pmrastr,sy_pmdec,sy_pmdecerr1,sy_pmdecerr2,sy_pmdecstr,sy_plx,sy_plxerr1,sy_plxerr2,sy_plxstr,sy_dist,sy_disterr1,sy_disterr2,sy_diststr,sy_bmag,sy_bmagerr1,sy_bmagerr2,sy_bmagstr,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_vmagstr,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_jmagstr,sy_hmag,sy_hmagerr1,sy_hmagerr2,sy_hmagstr,sy_kmag,sy_kmagerr1,sy_kmagerr2,Vmag,Tmag,Gmag,rmag,imag,Zmag,Jmag,Hmag,Kmag,Teff,logg,rho,dist,eclong,eclat,Stellar Insolation [ergs/cm^2/s],Stellar Insolation [Earth Units],Observed Sectors [String],N Sectors_Observed
TOI-782 b,b,TOI-782,,,429358906,Gaia DR2 3518374197418907648,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2024-06,2024,Transit,Space,Transiting Exoplanet Survey Satellite (TESS),TESS CCD Array,0.1 m TESS Telescope,<a refstr=HORI_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240512637H/abstract target=ref>Hori et al. 2024</a>,183.92110649533,12h15m40.89s,-18.9101792165352,-18d54m37.22s,291.30742,43.15288,191.27656,-15.7605,8.02398115,1.691e-05,-1.691e-05,0.0,8.02398114683646&plusmn;0.00001691114300,,,,,,,,,,,,,,,,,,,,,,,,,,388.615675099,,,0.0,388.615675098596,,,,,,5.39,,,0.0,5.39016746782283,,,,,,0.401006,0.029341,-0.029341,0.0,0.40100577601438&plusmn;0.02934054600000,2458577.042174,0.001405,-0.001405,0.0,2458577.04217400&plusmn;0.00140452,1.7082731,0.3798141,-0.3798141,0.0,1.70827305967871&plusmn;0.37981406000000,9.860&plusmn;0.024,,,,,,,,,,,,,,,,,9.717,0.022,-0.022,9.717&plusmn;0.022,9.559,0.02,-0.02,9.559&plusmn;0.020,9.399,0.041,-0.041,9.399&plusmn;0.041,8.804,0.454,-0.454,8.804&plusmn;0.454,,,,,13.5645,0.000514,-0.000514,13.564500&plusmn;0.000514,12.2875,0.0073118,-0.0073118,12.2875000&plusmn;0.0073118,0,BJD,,,,,,,,,,,,,,,,,-0.9438132396442964,-0.0646797048449254,-0.3240881121752408,1727169594,,,,,,0.231,0.082,-0.082,0.0,0.231302499368388&plusmn;0.081642659978886,2.593,0.915,-0.915,0.0,2.59266525128202&plusmn;0.91513100000000,,,,,,,,,,,,,,,,2024-03-06,2017-07,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,2024-03-06,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3331.0,63.0,-63.0,0.0,3331&plusmn;63,,,,,,,,,,,,,,,,,,,,,4.95,0.4,-0.4,0.0,4.949640&plusmn;0.399131,,,,,,,,,,,,,,,,0.41,0.01,-0.01,0.0,0.40651598572731&plusmn;0.01228870000000,0,0,1,0,0,0,0,0,0,0,TESS Project Candidate,1,1,0,0,0,0,0,0,0,0,167.8089619,0.1491066,-0.1491066,167.808962&plusmn;0.149107,-163.72,0.151313,-0.151313,-163.720000&plusmn;0.151313,-36.8186,0.0955335,-0.0955335,-36.8186000&plusmn;0.0955335,19.0147,0.0732826,-0.0732826,19.0147000&plusmn;0.0732826,52.5122,0.2044,-0.2028,"<div><span class=supersubNumber"">52.5122</span><span class=""superscript"">+0.2044</span><span class=""subscript"">-0.2028</span></div>""",16.359,0.093,-0.093,16.359&plusmn;0.093,14.83,0.024,-0.024,14.830&plusmn;0.024,10.675,0.021,-0.021,10.675&plusmn;0.021,10.108,0.024,-0.024,10.108&plusmn;0.024,9.86,0.024,-0.024,14.83,12.2875,13.5645,,,,10.675,10.108,9.86,3320.0,4.82069,5.93664,52.5122,191.281030556578,-15.7600668514953,7385980.147062543,5.407329196550953,Sector 10,1.0
TOI-672 b,b,TOI-672,,,151825527,Gaia DR2 5396580575830873728,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2023-01,2023,Transit,Space,Transiting Exoplanet Survey Satellite (TESS),TESS CCD Array,0.1 m TESS Telescope,<a refstr=MISTRY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230109865M/abstract target=ref>Mistry et al. 2023</a>,167.990388750459,11h11m57.81s,-39.3277933397934,-39d19m41.21s,282.7301,19.60977,187.85474,-40.20202,3.63357354,3.27e-06,-3.27e-06,0.0,3.6335735388124&plusmn;0.0000032726540,,,,,,,,,,,,,,,,,,,,,,,,,,613.475999331,,,0.0,613.475999331427,,,,,,33.47,,,0.0,33.4742849468177,,,,,,0.865957,0.014273,-0.014273,0.0,0.865956899295867&plusmn;0.014272823000000,2458546.479982,0.000254,-0.000254,0.0,2458546.47998200&plusmn;0.00025415,1.7809077,0.0531742,-0.0531742,0.0,1.78090766973933&plusmn;0.05317419800000,9.507&plusmn;0.024,,,,,,,,,,,,,,,,,9.357,0.022,-0.022,9.357&plusmn;0.022,9.337,0.019,-0.019,9.337&plusmn;0.019,9.194,0.033,-0.033,9.194&plusmn;0.033,8.789,0.414,-0.414,8.789&plusmn;0.414,,,,,12.7364,0.000378,-0.000378,12.736400&plusmn;0.000378,11.6739,0.0072849,-0.0072849,11.6739000&plusmn;0.0072849,0,BJD,,,,,,,,,,,,,,,,,-0.7566001869798686,0.1609464495615682,-0.6337605205718903,-641772499,,,,,,0.454,0.021,-0.021,0.0,0.454315586435766&plusmn;0.020883962267863,5.092,0.234,-0.234,0.0,5.09241464006768&plusmn;0.23408793000000,,,,,,,,,,,,,,,,2023-12-04,2017-07,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,2023-12-04,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3765.0,65.0,-65.0,0.0,3765&plusmn;65,,,,,,,,,,,,,,,,,,,,,4.75,0.34,-0.34,0.0,4.751690&plusmn;0.342271,,,,,,,,,,,,,,,,0.54,0.02,-0.02,0.0,0.544067978858948&plusmn;0.016274000000000,0,0,1,0,0,0,0,0,0,0,TESS Project Candidate,1,1,0,0,0,0,0,0,0,0,113.2837986,0.042635,-0.042635,113.283799&plusmn;0.042635,85.141,0.0456548,-0.0456548,85.1410000&plusmn;0.0456548,-74.7277,0.0383619,-0.0383619,-74.7277000&plusmn;0.0383619,14.9172,0.0338933,-0.0338933,14.9172000&plusmn;0.0338933,66.9071,0.15285,-0.15285,66.90710&plusmn;0.15285,15.094,0.01,-0.01,15.094&plusmn;0.010,13.576,0.026,-0.026,13.576&plusmn;0.026,10.36,0.026,-0.026,10.360&plusmn;0.026,9.698,0.022,-0.022,9.698&plusmn;0.022,9.507,0.024,-0.024,13.576,11.6739,12.7364,,,,10.36,9.698,9.507,3659.0,4.69906,3.35231,66.9071,187.857979497049,-40.2019340266736,45868137.30404394,33.58039327173194,"Sector 9, Sector 10",2.0
TOI-654.01,b,TOI-654,,,35009898,Gaia DR2 3788670679927991296,1,<a refstr=HORD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..233H/abstract target=ref>Hord et al. 2024</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2024-05,2024,Transit,Space,Transiting Exoplanet Survey Satellite (TESS),TESS CCD Array,0.1 m TESS Telescope,<a refstr=HORD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..233H/abstract target=ref>Hord et al. 2024</a>,164.724121877903,10h58m53.89s,-5.54639882104217,-05d32m51.16s,258.94613,47.48243,168.10768,-11.12802,1.5275657,,,0.0,1.5275657,,,,,,0.02102,,,0.0,0.021020146,,,,,,,,,,,,,,,,748.5402303,,,0.0,748.5402303,,,,,,53.35,,,0.0,53.3454,,,,,,,,,,,,,,,,1.12,,,0.0,1.12,9.918&plusmn;0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4339,0.000547,-0.000547,13.433900&plusmn;0.000547,12.2255,0.007405,-0.007405,12.225500&plusmn;0.007405,0,,,,,,,,,,,,,,,,,,-0.9601521923396088,0.2622257581408252,-0.096671708958269,-1721084924,,,,,,0.211,0.011,-0.011,0.0,0.211320429&plusmn;0.011148314,2.371,0.125,-0.125,0.0,2.371260&plusmn;0.125097,0.05052,,,0.0,0.050515097,10.51689,,,,,,,,,,2024-06-11,2024-05,<a refstr=HORD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..233H/abstract target=ref>Hord et al. 2024</a>,2024-06-13,0,,,0.0,10.51688968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3433.0,,,0.0,3433.0,,,,,,,,,,,,,,,,,,,,,4.9,,,0.0,4.89676,,,,,,0.53,,,0.0,0.531219257,,,,,,0.43,,,0.0,0.43,0,0,1,0,0,0,0,0,0,0,Published Confirmed,1,1,0,0,0,0,0,0,0,0,283.9865808,0.0732875,-0.0732875,283.986581&plusmn;0.073287,99.1738,0.0974808,-0.0974808,99.1738000&plusmn;0.0974808,-266.107,0.069262,-0.069262,-266.107000&plusmn;0.069262,17.2857,0.0542808,-0.0542808,17.2857000&plusmn;0.0542808,57.7553,0.183,-0.1819,"<div><span class=supersubNumber"">57.7553</span><span class=""superscript"">+0.1830</span><span class=""subscript"">-0.1819</span></div>""",,,,,14.54,0.1,-0.1,14.54&plusmn;0.10,10.744,0.024,-0.024,10.744&plusmn;0.024,10.139,0.022,-0.022,10.139&plusmn;0.022,9.918,0.021,-0.021,14.54,12.2255,13.4339,,,,10.744,10.139,9.918,3424.0,4.80125,5.39244,57.7553,168.110694832919,-11.1271328524427,81348149.5618517,59.55556547036431,Sector 9,1.0
TOI-620 b,b,TOI-620,,,296739893,Gaia DR2 5738284016370287616,1,<a refstr=REEFE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220403108R/abstract target=ref>Reefe et al. 2022</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2022-04,2022,Transit,Space,Transiting Exoplanet Survey Satellite (TESS),TESS CCD Array,0.1 m TESS Telescope,<a refstr=REEFE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220403108R/abstract target=ref>Reefe et al. 2022</a>,142.173287857557,09h28m41.63s,-12.1654866211014,-12d10m01.79s,244.78968,27.07122,148.87365,-25.58432,5.0988179,4.5e-06,-4.6e-06,0.0,"<div><span class=supersubNumber"">5.0988179</span><span class=""superscript"">+0.0000045</span><span class=""subscript"">-0.0000046</span></div>""",54.0,-84.0,-64.0,0.0,"<div><span class=supersubNumber"">-84.0</span><span class=""superscript"">+54.0</span><span class=""subscript"">-64.0</span></div>""",0.04825,0.00065,-0.00066,0.0,"<div><span class=supersubNumber"">0.04825</span><span class=""superscript"">+0.00065</span><span class=""subscript"">-0.00066</span></div>""",87.47,0.18,-0.3,0.0,"<div><span class=supersubNumber"">87.47</span><span class=""superscript"">+0.18</span><span class=""subscript"">-0.30</span></div>""",2458516.5,2.2,-1.6,0.0,"<div><span class=supersubNumber"">2458516.5</span><span class=""superscript"">+2.2</span><span class=""subscript"">-1.6</span></div>""",0.22,0.28,-0.12,0.0,"<div><span class=supersubNumber"">0.22</span><span class=""superscript"">+0.28</span><span class=""subscript"">-0.12</span></div>""",603.6,5.5,-5.3,0.0,"<div><span class=supersubNumber"">603.6</span><span class=""superscript"">+5.5</span><span class=""subscript"">-5.3</span></div>""",,,,,,20.8,1.3,-3.5,0.0,"<div><span class=supersubNumber"">20.8</span><span class=""superscript"">+1.3</span><span class=""subscript"">-3.5</span></div>""",,,,,,0.393,0.021,-0.02,0.0,"<div><span class=supersubNumber"">0.393</span><span class=""superscript"">+0.021</span><span class=""subscript"">-0.020</span></div>""",2458992.19724,0.00078,-0.00069,0.0,"<div><span class=supersubNumber"">2458992.19724</span><span class=""superscript"">+0.00078</span><span class=""subscript"">-0.00069</span></div>""",1.36,0.03,-0.04,0.0,"<div><span class=supersubNumber"">1.36</span><span class=""superscript"">+0.03</span><span class=""subscript"">-0.04</span></div>""",7.954&plusmn;0.027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3104,0.00129,-0.00129,11.31040&plusmn;0.00129,10.2139,0.0073277,-0.0073277,10.2139000&plusmn;0.0073277,0,BJD-TDB,[Fe/H],M2.5 V,,,,,8.99,,,0.0,8.99,,,,,,-0.7721278750764712,0.5994971357498851,-0.2107646288103793,193407047,,,,,,0.335,0.013,-0.013,0.0,0.335&plusmn;0.013,3.76,0.15,-0.15,0.0,3.76&plusmn;0.15,0.0627,0.0017,-0.0017,0.0,0.0627&plusmn;0.0017,18.87,,,,,,,,,,2022-04-12,2022-04,<a refstr=REEFE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220403108R/abstract target=ref>Reefe et al. 2022</a>,2022-04-12,0,0.52,-0.51,0.0,"<div><span class=supersubNumber"">18.87</span><span class=""superscript"">+0.52</span><span class=""subscript"">-0.51</span></div>""",0.887,0.014,-0.017,0.0,"<div><span class=supersubNumber"">0.887</span><span class=""superscript"">+0.014</span><span class=""subscript"">-0.017</span></div>""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3708.0,57.0,-56.0,0.0,"<div><span class=supersubNumber"">3708</span><span class=""superscript"">+57</span><span class=""subscript"">-56</span></div>""",0.35,0.11,-0.12,0.0,"<div><span class=supersubNumber"">0.35</span><span class=""superscript"">+0.11</span><span class=""subscript"">-0.12</span></div>""",,,,,,3.0,,,1.0,&lt;3,-1.288,0.012,-0.013,0.0,"<div><span class=supersubNumber"">-1.29</span><span class=""superscript"">+0.01</span><span class=""subscript"">-0.01</span></div>""",4.72,0.02,-0.03,0.0,"<div><span class=supersubNumber"">4.718</span><span class=""superscript"">+0.024</span><span class=""subscript"">-0.025</span></div>""",7.2,4.6,-4.7,0.0,"<div><span class=supersubNumber"">7.20</span><span class=""superscript"">+4.60</span><span class=""subscript"">-4.70</span></div>""",0.58,0.02,-0.02,0.0,"<div><span class=supersubNumber"">0.577</span><span class=""superscript"">+0.024</span><span class=""subscript"">-0.023</span></div>""",4.89,0.41,-0.39,0.0,"<div><span class=supersubNumber"">4.89</span><span class=""superscript"">+0.41</span><span class=""subscript"">-0.39</span></div>""",0.55,0.02,-0.02,0.0,0.550&plusmn;0.017,0,0,1,0,0,0,0,0,0,0,Published Confirmed,1,1,0,0,0,0,0,0,0,0,391.5008467,0.082064,-0.082064,391.5008467&plusmn;0.0820640,35.8716,0.10523,-0.10523,35.87160&plusmn;0.10523,-389.854,0.0818399,-0.0818399,-389.8540000&plusmn;0.0818399,30.253,0.0531631,-0.0531631,30.2530000&plusmn;0.0531631,33.0231,0.0586,-0.0583,"<div><span class=supersubNumber"">33.0231</span><span class=""superscript"">+0.0586</span><span class=""subscript"">-0.0583</span></div>""",13.688,0.035,-0.035,13.688&plusmn;0.035,12.262,0.024,-0.024,12.262&plusmn;0.024,8.837,0.03,-0.03,8.837&plusmn;0.030,8.201,0.053,-0.053,8.201&plusmn;0.053,7.954,0.027,-0.027,12.262,10.2139,11.3104,,,,8.837,8.201,7.954,3586.0,4.69614,3.30922,33.0231,148.876714955773,-25.5827967725846,27168613.950252622,19.890337709809515,Sector 8,1.0
TOI-5799 b,b,TOI-5799,,,328081248,Gaia DR2 1807887150930343424,1,<a refstr=MISTRY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231100688M/abstract target=ref>Mistry et al. 2023</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,2023-11,2024,Transit,Space,Transiting Exoplanet Survey Satellite (TESS),TESS CCD Array,0.1 m TESS Telescope,<a refstr=MISTRY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231100688M/abstract target=ref>Mistry et al. 2023</a>,301.629383430452,20h06m31.24s,15.9880903194319,+15d59m20.91s,55.92403,-8.60952,308.1638,35.33178,4.164753,0.00038,-0.000427,0.0,"<div><span class=supersubNumber"">4.164753</span><span class=""superscript"">+0.000380</span><span class=""subscript"">-0.000427</span></div>""",,,,,,0.0352,0.0011,-0.0011,0.0,0.0352&plusmn;0.0011,88.67,0.89,-1.65,0.0,"<div><span class=supersubNumber"">88.67</span><span class=""superscript"">+0.89</span><span class=""subscript"">-1.65</span></div>""",,,,,,,,,,,518.01,20.15,-20.15,0.0,518.01&plusmn;20.15,,,,,,11.91,1.29,-1.29,0.0,11.91&plusmn;1.29,,,,,,0.206,0.045,-0.027,0.0,"<div><span class=supersubNumber"">0.206</span><span class=""superscript"">+0.045</span><span class=""subscript"">-0.027</span></div>""",2459772.3341,0.0013,-0.0013,0.0,2459772.3341&plusmn;0.0013,1.42,0.74,-0.48,0.0,"<div><span class=supersubNumber"">1.42</span><span class=""superscript"">+0.74</span><span class=""subscript"">-0.48</span></div>""",8.952&plusmn;0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3212,0.000266,-0.000266,12.321200&plusmn;0.000266,11.1798,0.0073652,-0.0073652,11.1798000&plusmn;0.0073652,0,BJD,[Fe/H],,,,,,,,,,,,,,,,0.5041461414046885,-0.818511521871018,0.2754551808754985,1523836595,,,,,,0.145,0.017,-0.011,0.0,"<div><span class=supersubNumber"">0.1450</span><span class=""superscript"">+0.0171</span><span class=""subscript"">-0.0114</span></div>""",1.625,0.192,-0.128,0.0,"<div><span class=supersubNumber"">1.625</span><span class=""superscript"">+0.192</span><span class=""subscript"">-0.128</span></div>""",0.045,0.005,-0.003,0.0,"<div><span class=supersubNumber"">0.045</span><span class=""superscript"">+0.005</span><span class=""subscript"">-0.003</span></div>""",20.31,,,,,,,,,,2024-04-15,2023-11,<a refstr=MISTRY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231100688M/abstract target=ref>Mistry et al. 2023</a>,2024-04-15,0,2.72,-5.43,0.0,"<div><span class=supersubNumber"">20.31</span><span class=""superscript"">+2.72</span><span class=""subscript"">-5.43</span></div>""",0.48,0.29,-0.31,0.0,"<div><span class=supersubNumber"">0.48</span><span class=""superscript"">+0.29</span><span class=""subscript"">-0.31</span></div>""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3514.0,95.0,-94.0,0.0,"<div><span class=supersubNumber"">3514</span><span class=""superscript"">+95</span><span class=""subscript"">-94</span></div>""",-0.08,0.25,-0.34,0.0,"<div><span class=supersubNumber"">-0.080</span><span class=""superscript"">+0.250</span><span class=""subscript"">-0.340</span></div>""",,,,,,,,,,,-1.83,0.037,-0.037,0.0,"<div><span class=supersubNumber"">-1.83</span><span class=""superscript"">+0.04</span><span class=""subscript"">-0.04</span></div>""",4.93,0.03,-0.04,0.0,"<div><span class=supersubNumber"">4.932</span><span class=""superscript"">+0.034</span><span class=""subscript"">-0.036</span></div>""",7.0,4.7,-4.8,0.0,"<div><span class=supersubNumber"">7.00</span><span class=""superscript"">+4.70</span><span class=""subscript"">-4.80</span></div>""",0.34,0.03,-0.03,0.0,"<div><span class=supersubNumber"">0.337</span><span class=""superscript"">+0.027</span><span class=""subscript"">-0.032</span></div>""",13.4,1.5,-1.4,0.0,"<div><span class=supersubNumber"">13.40</span><span class=""superscript"">+1.50</span><span class=""subscript"">-1.40</span></div>""",0.33,0.01,-0.01,0.0,0.328&plusmn;0.014,0,0,1,0,0,0,0,0,0,0,Published Confirmed,1,1,0,0,0,0,0,0,0,0,301.977276,0.0389077,-0.0389077,301.9772760&plusmn;0.0389077,177.635,0.0435436,-0.0435436,177.6350000&plusmn;0.0435436,244.205,0.0362155,-0.0362155,244.2050000&plusmn;0.0362155,35.9264,0.0321363,-0.0321363,35.9264000&plusmn;0.0321363,27.8123,0.02505,-0.02505,27.81230&plusmn;0.02505,14.855,0.016,-0.016,14.855&plusmn;0.016,13.29,0.077,-0.077,13.290&plusmn;0.077,9.742,0.023,-0.023,9.742&plusmn;0.023,9.192,0.03,-0.03,9.192&plusmn;0.030,8.952,0.021,-0.021,13.29,11.1798,12.3212,,,,9.742,9.192,8.952,3521.0,4.8805,8.06643,27.8123,308.166434950037,35.330958528491,18259695.804985575,13.368054649551901,,1.0
