tic,planetno,per,epo,dur,qtran,N_transit,n_in,n_before,n_after,zpt,dep,sig_w,sig_r,err,MES,SHP,line_chisqr,line_aic,trap_chisqr,trap_aic,trap_per,trap_per_err,trap_epo,trap_epo_err,trap_dep,trap_dep_err,trap_qtran,trap_qtran_err,trap_qin,trap_qin_err,trap_zpt,trap_zpt_err,trap_qtran_left,trap_qtran_err_left,trap_qtran_right,trap_qtran_err_right,transit_u1,transit_u2,transit_chisqr,transit_aic,transit_per,transit_per_err,transit_epo,transit_epo_err,transit_RpRs,transit_RpRs_err,transit_aRs,transit_aRs_err,transit_b,transit_b_err,transit_zpt,transit_zpt_err,sine_sig,sine_amp,odd_dep,odd_dep_err,even_dep,even_dep_err,sig_dep,trap_odd_dep,trap_odd_dep_err,trap_even_dep,trap_even_dep_err,trap_odd_epo,trap_odd_epo_err,trap_even_epo,trap_even_epo_err,trap_sig_dep,trap_sig_epo,transit_odd_RpRs,transit_odd_RpRs_err,transit_even_RpRs,transit_even_RpRs_err,transit_odd_epo,transit_odd_epo_err,transit_even_epo,transit_even_epo_err,transit_sig_dep,transit_sig_epo,CHI,med_chases,mean_chases,max_SES,DMM,new_N_transit,new_MES,FA1,FA2,phs_pri,phs_sec,phs_ter,phs_pos,sig_pri,sig_sec,sig_ter,sig_pos,dep_sec,err_sec,Fred,trap_dur,trap_dur_err,transit_dur,transit_dur_err,q,Rp,Rp_err,a,a_err,aRs,aRs_err,Teq,Teq_err,Seff,Seff_err,albedo,albedo_err
0,1,3.2513513513513512,1627.3150000004098,0.15000000000000002,0.04613466334164589,8,864,864,863,1.0000143820472915,0.0012195976158447808,0.0009996823634436012,0,3.40098846568937e-05,35.86009268036644,0.09904129293938249,1.7968827115229642,2026.8136989430948,1.0213502314035228,78.98341488590218,3.250022298492498,0.00012641674851343363,1627.325150551498,0.0005127708164516373,0.0028356854399007037,5.707563751131393e-05,0.02333220159875682,0.00036494217054460734,0.09998122234885984,0.012360314650764486,1.000072482151841,1.843206608146959e-05,0.023102831554412617,0.0004910369524414577,0.023547838118310183,0.0005173468458521186,0.3109,0.3446,1.0136916624453245,52.97856383194982,3.250020670827494,0.00012329004141684317,1627.324984724568,0.0005154336280930989,0.050362776715416446,0.001741393782812488,14.468457689084971,2.5926501835741793,0.09216015042762699,1.716672422723769,1.0000725331101887,1.8341889688771703e-05,0.076289899793956,8.370751303221624e-07,0.0011850438751754844,4.809724013652371e-05,0.0012541513565141882,4.809724013652371e-05,1.0159911160518438,0.002788465017841968,7.376162221330318e-05,0.0028831658037342667,7.308011818880472e-05,1627.3253466100698,0.00041596843120924427,1627.3249777026072,0.00040797101909962664,0.912041038629837,0.6331646852139685,0.04994035815668019,0.000656611264127619,0.050783616662473774,0.0006397768393394452,1627.325141137074,0.00040274775539182126,1627.3247991475137,0.00038878504449504393,0.9198226034983932,0.6109298861161885,121.87451474762115,1.0,1.0,14.621783153924174,0.9908833657536341,8,35.86009268036644,4.724507840197085,1.99415916334429,0.9949983807159892,0.4650248937604521,0.6925444739002888,0.2700980947564293,36.4363595983599,2.1165284808566054,2.0705404774689953,1.7200554367086838,7.202458246702292e-05,3.402958340436458e-05,0.9073578518623804,0.07583017546888197,0.0011860738595103775,0.07487955339188358,0.017268790875445385,0.019369598667216117,2.749755435639242,0.2909491914992354,0.03408164908468815,0.0011360552964634614,14.657509567541606,1.5450372131065566,591.2858190741156,66.83825940658308,28.937408250646968,13.084203522685893,6.1007297742025255,3.1844191598797718
